YSR,tshell,Dyolk,φMXene,Asurface,iontype,rion,Eads,ΔGformation,DOSFermi,dinterlayer,Ea,σmax,epsilon_void,Surface_Term,C_theoretical,CE_initial,Crate,Stability_mech,C_0.1C,Retention_200,sigma_eff
0.558,38.8,163,0.396,617,Li,0.76,-0.816,-1.446,0.526,9.56,0.276,0.588,50.6,O,3579,99.11,94.18,1,2028,96.88,39.88
0.673,25,193,0.306,566,Li,0.76,-0.696,-1.226,0.426,9.9,0.366,1.008,42,O,3579,97.91,88.38,1,1828,92.68,27.08
0.733,23.3,197,0.256,506,K,1.38,-0.586,-1.096,0.336,12.2,0.556,1.58,49,F,2950,96.01,70.68,0,1358,81.38,16.68
0.599,31,175,0.376,586,Li,0.76,-0.746,-1.326,0.476,9.7,0.326,0.768,44,O,3579,98.51,92.08,1,1943,95.38,36.38
0.833,18.1,212,0.146,381,Na,1.02,-0.496,-0.916,0.246,12.1,0.666,2.478,58,OH,3120,94.21,60.38,0,1063,74.08,5.68
0.583,36.8,165,0.386,609,Li,0.76,-0.796,-1.396,0.506,9.5,0.296,0.658,47,O,3579,98.91,93.68,1,2008,96.58,39.08
0.653,26.4,183,0.336,589,Li,0.76,-0.716,-1.256,0.436,9.8,0.356,0.918,42,O,3579,98.21,89.68,1,1878,93.98,29.98
0.713,24.1,195,0.296,536,Li,0.76,-0.676,-1.176,0.396,10.35,0.386,1.16,47.5,O,3579,97.71,87.38,1,1803,92.08,24.88
0.783,20.2,204,0.216,446,K,1.38,-0.546,-1.026,0.306,12.55,0.586,1.928,54,F,2950,95.61,67.38,0,1273,79.68,11.38
0.623,29.4,178,0.346,583,Li,0.76,-0.736,-1.286,0.466,9.7,0.346,0.868,41,O,3579,98.31,90.68,1,1903,94.48,32.08
0.813,17.2,209,0.176,401,Na,1.02,-0.506,-0.946,0.286,11.8,0.646,2.298,56,OH,3120,94.61,62.08,0,1108,75.38,7.08
0.573,38.1,162,0.406,619,Li,0.76,-0.826,-1.456,0.536,9.4,0.266,0.568,51,O,3579,99.21,94.38,1,2033,97.08,41.68
0.693,23,192,0.306,554,Li,0.76,-0.686,-1.196,0.416,10.25,0.376,1.068,44.5,O,3579,97.81,87.88,1,1823,92.48,26.38
0.753,20.9,199,0.256,496,K,1.38,-0.566,-1.066,0.316,12.65,0.576,1.728,53.5,F,2950,95.91,68.88,0,1323,80.38,14.08
0.643,27.9,181,0.326,587,Li,0.76,-0.706,-1.246,0.446,9.8,0.356,0.938,43,O,3579,98.11,89.08,1,1863,93.78,28.88
0.803,18.5,207,0.186,411,Na,1.02,-0.516,-0.956,0.293,11.7,0.636,2.228,55,OH,3120,94.81,63.08,0,1128,76.68,7.88
0.593,34.2,170,0.386,593,Li,0.76,-0.776,-1.376,0.506,9.6,0.306,0.708,47,O,3579,98.81,92.88,1,1978,95.88,37.68
0.673,25.9,187,0.306,566,Li,0.76,-0.696,-1.216,0.426,9.9,0.366,0.988,43,O,3579,98.01,88.68,1,1838,92.88,27.68
0.723,22.3,196,0.276,516,K,1.38,-0.596,-1.116,0.346,12.2,0.546,1.498,48,F,2950,96.11,71.08,0,1368,81.88,17.38
0.613,30.8,174,0.356,596,Li,0.76,-0.726,-1.276,0.456,9.7,0.346,0.848,40,O,3579,98.41,91.08,1,1893,94.58,33.38
0.625,28.8,178.4,0.327,575,Li,0.76,-0.687,-1.217,0.419,10.03,0.387,0.925,41.8,O,3579,98.21,89.3,1,1865,93.42,28.82
0.768,15.5,218.8,0.173,426,Na,1.02,-0.513,-0.973,0.287,11.84,0.603,2.088,58.4,OH,3120,95.16,64.66,0,1196,78.26,8.06
0.56,34,161.2,0.413,611,Li,0.76,-0.743,-1.343,0.473,9.77,0.327,0.701,38.7,O,3579,98.59,92.74,1,1965,95.66,41.96
0.712,21,201.2,0.287,517,K,1.38,-0.583,-1.093,0.347,12.23,0.557,1.435,47.3,F,2950,96.29,71.76,0,1376,82.16,18.76
0.573,40.8,168.4,0.373,589,Li,0.76,-0.807,-1.427,0.513,9.57,0.283,0.605,53,O,3579,99.09,93.96,1,2029,96.62,38.26
0.659,24.2,188.8,0.243,497,Li,0.76,-0.727,-1.287,0.443,10.07,0.343,1.065,44.3,O,3579,97.69,87.36,1,1776,91.66,22.36
0.813,18.5,208.8,0.143,387,Na,1.02,-0.473,-0.913,0.243,12.07,0.673,2.465,54.3,OH,3120,93.99,60.06,0,1076,73.96,5.96
0.593,28.8,176.2,0.357,597,Li,0.76,-0.693,-1.243,0.449,9.97,0.367,0.901,40.7,O,3579,98.51,90.56,1,1876,93.96,32.76
0.739,19.2,203.8,0.213,467,Na,1.02,-0.543,-1.043,0.303,11.57,0.573,1.825,49.3,F,3120,95.69,68.06,0,1316,80.16,12.46
0.553,38.8,163.4,0.393,619,Li,0.76,-0.773,-1.373,0.493,9.67,0.307,0.671,46.8,O,3579,98.99,93.16,1,1986,96.06,40.36
0.689,23.1,193.8,0.293,557,Li,0.76,-0.653,-1.173,0.383,10.27,0.407,1.135,43.3,O,3579,97.39,87.96,1,1811,92.36,26.66
0.743,17.4,213.8,0.183,407,K,1.38,-0.507,-0.957,0.263,12.17,0.633,2.295,59.3,F,2950,94.69,63.36,0,1146,76.66,9.06
0.595,30.8,173.6,0.367,602,Li,0.76,-0.723,-1.293,0.467,9.87,0.333,0.831,41.7,O,3579,98.49,91.76,1,1911,94.86,35.06
0.793,19.6,206.8,0.153,397,Na,1.02,-0.483,-0.923,0.253,11.97,0.653,2.385,56.3,OH,3120,94.39,61.66,0,1096,74.86,6.66
0.563,37.4,166.8,0.383,612,Li,0.76,-0.777,-1.357,0.483,9.77,0.317,0.701,46.7,O,3579,98.69,93.46,1,1996,96.26,39.66
0.635,28.2,180.8,0.337,592,Li,0.76,-0.683,-1.223,0.413,10.07,0.377,0.971,43.7,O,3579,97.89,88.76,1,1856,93.36,29.36
0.703,24.4,196.8,0.267,512,K,1.38,-0.607,-1.127,0.357,12.13,0.533,1.495,48.3,F,2950,95.89,71.36,0,1386,82.66,18.06
0.615,27.8,179.2,0.347,595,Li,0.76,-0.717,-1.267,0.437,9.97,0.357,0.911,41.7,O,3579,98.19,89.86,1,1881,94.06,31.36
0.775,17.8,216.8,0.167,417,Na,1.02,-0.517,-0.967,0.287,11.97,0.627,2.175,55,OH,3120,94.69,62.36,0,1111,76.06,7.26
0.533,38,159,0.407,622,Li,0.76,-0.787,-1.397,0.507,9.67,0.307,0.661,50,O,3579,98.99,93.66,1,2001,96.66,41.06
0.665,27.3,186.8,0.287,547,Li,0.76,-0.677,-1.187,0.397,10.17,0.387,1.101,42.8,O,3579,97.59,87.66,1,1796,91.86,25.66
0.733,22,199.8,0.237,487,K,1.38,-0.577,-1.087,0.327,12.47,0.567,1.683,49.8,F,2950,95.79,69.36,0,1331,80.86,15.06
0.645,26.8,187.2,0.307,582,Li,0.76,-0.707,-1.247,0.447,9.97,0.347,0.941,42.7,O,3579,98.09,89.36,1,1866,93.66,27.86
0.795,19.3,209.8,0.157,392,Na,1.02,-0.507,-0.947,0.267,12.05,0.647,2.353,58.5,OH,3120,94.49,60.86,0,1086,74.66,6.36
0.585,32.8,170.8,0.367,605,Li,0.76,-0.767,-1.337,0.487,9.77,0.327,0.721,47.7,O,3579,98.59,92.66,1,1966,95.76,37.06
0.695,21.8,198.2,0.277,527,Li,0.76,-0.687,-1.207,0.407,10.25,0.377,1.111,43.8,O,3579,97.79,88.16,1,1831,92.66,24.36
0.765,20.3,207.8,0.197,437,K,1.38,-0.537,-1.007,0.297,12.57,0.597,2.053,57.8,F,2950,95.39,66.66,0,1241,79.06,10.66
0.615,29.8,173.8,0.357,599,Li,0.76,-0.727,-1.277,0.457,9.68,0.337,0.835,38.8,O,3579,98.39,90.86,1,1896,94.66,33.66
0.815,15.2,218.8,0.137,377,Na,1.02,-0.477,-0.907,0.237,12.27,0.697,2.603,58.8,OH,3120,93.79,59.06,0,1041,72.86,5.06
0.56,39,162.8,0.397,619,Li,0.76,-0.817,-1.447,0.527,9.57,0.277,0.585,50.7,O,3579,99.09,94.16,1,2026,96.86,39.86
0.675,24.8,193.2,0.307,565,Li,0.76,-0.697,-1.227,0.427,9.88,0.367,1.005,41.8,O,3579,97.89,88.36,1,1826,92.66,27.06
0.735,23.5,196.8,0.257,507,K,1.38,-0.587,-1.097,0.337,12.18,0.557,1.583,48.8,F,2950,95.99,70.66,0,1356,81.36,16.66
0.597,30.8,174.8,0.377,584,Li,0.76,-0.747,-1.327,0.477,9.68,0.327,0.765,43.8,O,3579,98.49,92.06,1,1941,95.36,36.36
0.835,18.2,211.8,0.147,382,Na,1.02,-0.497,-0.917,0.247,12.08,0.667,2.475,57.8,OH,3120,94.19,60.36,0,1061,74.06,5.66
0.585,36.6,164.8,0.387,610,Li,0.76,-0.797,-1.397,0.507,9.48,0.297,0.655,46.8,O,3579,98.89,93.66,1,2006,96.56,39.06
0.655,26.2,182.8,0.337,590,Li,0.76,-0.717,-1.257,0.437,9.78,0.357,0.915,41.8,O,3579,98.19,89.66,1,1876,93.96,29.96
0.715,24.2,194.8,0.297,537,Li,0.76,-0.677,-1.177,0.397,10.38,0.387,1.163,47.8,O,3579,97.69,87.36,1,1801,92.06,24.86
0.785,20.4,203.8,0.217,447,K,1.38,-0.547,-1.027,0.307,12.58,0.587,1.925,53.8,F,2950,95.59,67.36,0,1271,79.66,11.36
0.625,29.2,177.8,0.347,581,Li,0.76,-0.737,-1.287,0.467,9.68,0.347,0.865,40.8,O,3579,98.29,90.66,1,1901,94.46,32.06
0.815,17,208.8,0.177,402,Na,1.02,-0.507,-0.947,0.287,11.78,0.647,2.295,55.8,OH,3120,94.59,62.06,0,1106,75.36,7.06
0.575,38.2,161.8,0.407,620,Li,0.76,-0.827,-1.457,0.537,9.38,0.267,0.565,50.8,O,3579,99.19,94.36,1,2031,97.06,41.66
0.695,22.8,191.8,0.307,555,Li,0.76,-0.687,-1.197,0.417,10.28,0.377,1.065,44.8,O,3579,97.79,87.86,1,1821,92.46,26.36
0.755,20.7,198.8,0.257,497,K,1.38,-0.567,-1.067,0.317,12.68,0.577,1.725,53.8,F,2950,95.89,68.86,0,1321,80.36,14.06
0.645,27.7,180.8,0.327,589,Li,0.76,-0.707,-1.247,0.447,9.78,0.357,0.945,42.8,O,3579,98.09,89.06,1,1861,93.76,28.86
0.805,18.4,206.8,0.187,412,Na,1.02,-0.517,-0.957,0.295,11.68,0.637,2.225,54.8,OH,3120,94.79,63.06,0,1126,76.66,7.86
0.595,33.8,169.8,0.387,591,Li,0.76,-0.777,-1.377,0.507,9.58,0.307,0.705,46.8,O,3579,98.79,92.86,1,1976,95.86,37.66
0.675,25.7,186.8,0.307,567,Li,0.76,-0.697,-1.217,0.427,9.88,0.367,0.985,42.8,O,3579,97.99,88.66,1,1836,92.86,27.66
0.725,22.1,195.8,0.277,517,K,1.38,-0.597,-1.117,0.347,12.18,0.547,1.495,47.8,F,2950,96.09,71.06,0,1366,81.86,17.36
0.615,31,173.8,0.357,597,Li,0.76,-0.727,-1.277,0.457,9.68,0.347,0.845,39.8,O,3579,98.39,91.06,1,1891,94.56,33.36
0.627,28.9,178.2,0.328,573,Li,0.76,-0.688,-1.218,0.42,10.02,0.388,0.927,41.7,O,3579,98.22,89.32,1,1867,93.44,28.84
0.766,15.6,218.6,0.172,427,Na,1.02,-0.512,-0.972,0.286,11.85,0.602,2.086,58.5,OH,3120,95.14,64.64,0,1194,78.24,8.04
0.562,33.8,161.4,0.412,609,Li,0.76,-0.742,-1.342,0.472,9.78,0.328,0.704,38.8,O,3579,98.57,92.76,1,1962,95.64,41.94
0.714,20.8,201.4,0.288,518,K,1.38,-0.582,-1.092,0.348,12.22,0.558,1.432,47.2,F,2950,96.31,71.74,0,1374,82.14,18.74
0.571,41,168,0.372,587,Li,0.76,-0.808,-1.428,0.512,9.58,0.282,0.602,53.2,O,3579,99.11,93.94,1,2031,96.64,38.24
0.661,24,188.6,0.242,498,Li,0.76,-0.728,-1.288,0.442,10.08,0.342,1.068,44.2,O,3579,97.67,87.34,1,1774,91.64,22.34
0.811,18.6,208.6,0.142,388,Na,1.02,-0.472,-0.912,0.242,12.08,0.672,2.468,54.2,OH,3120,93.97,60.04,0,1074,73.94,5.94
0.591,28.6,176.4,0.358,598,Li,0.76,-0.692,-1.242,0.45,9.98,0.368,0.904,40.8,O,3579,98.53,90.54,1,1874,93.94,32.74
0.741,19,203.6,0.212,468,Na,1.02,-0.542,-1.042,0.302,11.58,0.572,1.828,49.2,F,3120,95.67,68.04,0,1314,80.14,12.44
0.551,39,163,0.392,621,Li,0.76,-0.772,-1.372,0.492,9.68,0.308,0.674,46.6,O,3579,99.01,93.14,1,1984,96.04,40.34
0.691,22.9,193.6,0.292,558,Li,0.76,-0.652,-1.172,0.382,10.28,0.408,1.138,43.2,O,3579,97.37,87.94,1,1809,92.34,26.64
0.741,17.6,213.6,0.182,408,K,1.38,-0.508,-0.958,0.262,12.18,0.632,2.298,59.2,F,2950,94.67,63.34,0,1144,76.64,9.04
0.597,30.6,174,0.368,603,Li,0.76,-0.722,-1.292,0.468,9.88,0.332,0.834,41.8,O,3579,98.47,91.74,1,1909,94.84,35.04
0.791,19.7,206.6,0.152,398,Na,1.02,-0.482,-0.922,0.252,11.98,0.652,2.388,56.2,OH,3120,94.37,61.64,0,1094,74.84,6.64
0.561,37.6,166.6,0.382,613,Li,0.76,-0.778,-1.358,0.482,9.78,0.318,0.704,46.8,O,3579,98.67,93.44,1,1994,96.24,39.64
0.637,28.4,180.6,0.338,593,Li,0.76,-0.682,-1.222,0.412,10.08,0.378,0.974,43.8,O,3579,97.87,88.74,1,1854,93.34,29.34
0.701,24.6,196.6,0.268,513,K,1.38,-0.608,-1.128,0.358,12.12,0.532,1.498,48.2,F,2950,95.87,71.34,0,1384,82.64,18.04
0.617,27.6,179.4,0.348,596,Li,0.76,-0.718,-1.268,0.438,9.98,0.358,0.914,41.8,O,3579,98.17,89.84,1,1879,94.04,31.34
0.777,17.9,216.6,0.168,418,Na,1.02,-0.518,-0.968,0.288,11.98,0.628,2.172,54.9,OH,3120,94.67,62.34,0,1109,76.04,7.24
0.531,38.2,158.6,0.408,623,Li,0.76,-0.788,-1.398,0.508,9.68,0.308,0.664,50.2,O,3579,98.97,93.64,1,1999,96.64,41.04
0.667,27.5,186.6,0.288,548,Li,0.76,-0.678,-1.188,0.398,10.18,0.388,1.104,42.6,O,3579,97.57,87.64,1,1794,91.84,25.64
0.731,22.2,199.6,0.238,488,K,1.38,-0.578,-1.088,0.328,12.48,0.568,1.686,49.6,F,2950,95.77,69.34,0,1329,80.84,15.04
0.647,26.6,187.4,0.308,583,Li,0.76,-0.708,-1.248,0.448,9.98,0.348,0.944,42.8,O,3579,98.07,89.34,1,1864,93.64,27.84
0.797,19.5,209.6,0.158,393,Na,1.02,-0.508,-0.948,0.268,12.07,0.648,2.356,58.7,OH,3120,94.47,60.84,0,1084,74.64,6.34
0.587,32.6,170.6,0.368,606,Li,0.76,-0.768,-1.338,0.488,9.78,0.328,0.724,47.8,O,3579,98.57,92.64,1,1964,95.74,37.04
0.697,21.6,198.4,0.278,528,Li,0.76,-0.688,-1.208,0.408,10.27,0.378,1.114,43.6,O,3579,97.77,88.14,1,1829,92.64,24.34
0.767,20.5,207.6,0.198,438,K,1.38,-0.538,-1.008,0.298,12.58,0.598,2.056,57.6,F,2950,95.37,66.64,0,1239,79.04,10.64
0.617,29.6,173.6,0.358,600,Li,0.76,-0.728,-1.278,0.458,9.66,0.338,0.832,38.6,O,3579,98.37,90.84,1,1894,94.64,33.64
0.817,15,218.6,0.138,378,Na,1.02,-0.478,-0.908,0.238,12.28,0.698,2.606,58.6,OH,3120,93.77,59.04,0,1039,72.84,5.04
0.562,39.2,162.6,0.398,621,Li,0.76,-0.818,-1.448,0.528,9.58,0.278,0.582,50.8,O,3579,99.07,94.14,1,2024,96.84,39.84
0.677,24.6,193.4,0.308,564,Li,0.76,-0.698,-1.228,0.428,9.86,0.368,1.002,41.6,O,3579,97.87,88.34,1,1824,92.64,27.04
0.737,23.7,196.6,0.258,508,K,1.38,-0.588,-1.098,0.338,12.16,0.558,1.586,48.6,F,2950,95.97,70.64,0,1354,81.34,16.64
0.599,30.6,174.6,0.378,582,Li,0.76,-0.748,-1.328,0.478,9.66,0.328,0.762,43.6,O,3579,98.47,92.04,1,1939,95.34,36.34
0.837,18.3,211.6,0.148,383,Na,1.02,-0.498,-0.918,0.248,12.06,0.668,2.472,57.6,OH,3120,94.17,60.34,0,1059,74.04,5.64
0.587,36.4,164.6,0.388,611,Li,0.76,-0.798,-1.398,0.508,9.46,0.298,0.652,46.6,O,3579,98.87,93.64,1,2004,96.54,39.04
0.657,26,182.6,0.338,591,Li,0.76,-0.718,-1.258,0.438,9.76,0.358,0.912,41.6,O,3579,98.17,89.64,1,1874,93.94,29.94
0.717,24.3,194.6,0.298,538,Li,0.76,-0.678,-1.178,0.398,10.41,0.388,1.166,48.1,O,3579,97.67,87.34,1,1799,92.04,24.84
0.787,20.6,203.6,0.218,448,K,1.38,-0.548,-1.028,0.308,12.61,0.588,1.922,53.6,F,2950,95.57,67.34,0,1269,79.64,11.34
0.627,29,177.6,0.348,579,Li,0.76,-0.738,-1.288,0.468,9.66,0.348,0.862,40.6,O,3579,98.27,90.64,1,1899,94.44,32.04
0.817,16.8,208.6,0.178,403,Na,1.02,-0.508,-0.948,0.288,11.76,0.648,2.292,55.6,OH,3120,94.57,62.04,0,1104,75.34,7.04
0.577,38.3,161.6,0.408,621,Li,0.76,-0.828,-1.458,0.538,9.36,0.268,0.562,50.6,O,3579,99.17,94.34,1,2029,97.04,41.64
0.697,22.6,191.6,0.308,556,Li,0.76,-0.688,-1.198,0.418,10.31,0.378,1.062,45.1,O,3579,97.77,87.84,1,1819,92.44,26.34
0.757,20.5,198.6,0.258,498,K,1.38,-0.568,-1.068,0.318,12.71,0.578,1.722,54.1,F,2950,95.87,68.84,0,1319,80.34,14.04
0.647,27.5,180.6,0.328,591,Li,0.76,-0.708,-1.248,0.448,9.76,0.358,0.948,42.6,O,3579,98.07,89.04,1,1859,93.74,28.84
0.807,18.3,206.6,0.188,413,Na,1.02,-0.518,-0.958,0.297,11.66,0.638,2.222,54.6,OH,3120,94.77,63.04,0,1124,76.64,7.84
0.597,33.4,169.6,0.388,589,Li,0.76,-0.778,-1.378,0.508,9.56,0.308,0.702,46.6,O,3579,98.77,92.84,1,1974,95.84,37.64
0.677,25.5,186.6,0.308,568,Li,0.76,-0.698,-1.218,0.428,9.86,0.368,0.982,42.6,O,3579,97.97,88.64,1,1834,92.84,27.64
0.727,21.9,195.6,0.278,518,K,1.38,-0.598,-1.118,0.348,12.16,0.548,1.492,47.6,F,2950,96.07,71.04,0,1364,81.84,17.34
0.617,31.2,173.6,0.358,598,Li,0.76,-0.728,-1.278,0.458,9.66,0.348,0.842,39.6,O,3579,98.37,91.04,1,1889,94.54,33.34
0.629,29,178,0.329,571,Li,0.76,-0.689,-1.219,0.421,10.01,0.389,0.929,41.6,O,3579,98.23,89.34,1,1869,93.46,28.86
0.764,15.7,218.4,0.171,428,Na,1.02,-0.511,-0.971,0.285,11.86,0.601,2.084,58.6,OH,3120,95.12,64.62,0,1192,78.22,8.02
0.564,33.6,161.6,0.411,607,Li,0.76,-0.741,-1.341,0.471,9.79,0.329,0.707,38.9,O,3579,98.55,92.78,1,1959,95.62,41.92
0.716,20.6,201.6,0.289,519,K,1.38,-0.581,-1.091,0.349,12.21,0.559,1.429,47.1,F,2950,96.33,71.72,0,1372,82.12,18.72
0.569,41.2,167.6,0.371,585,Li,0.76,-0.809,-1.429,0.511,9.59,0.281,0.599,53.4,O,3579,99.13,93.92,1,2033,96.66,38.22
0.663,23.8,188.4,0.241,499,Li,0.76,-0.729,-1.289,0.441,10.09,0.341,1.071,44.1,O,3579,97.65,87.32,1,1772,91.62,22.32
0.809,18.7,208.4,0.141,389,Na,1.02,-0.471,-0.911,0.241,12.09,0.671,2.471,54.1,OH,3120,93.95,60.02,0,1072,73.92,5.92
0.589,28.4,176.6,0.359,599,Li,0.76,-0.691,-1.241,0.451,9.99,0.369,0.907,40.9,O,3579,98.55,90.52,1,1872,93.92,32.72
0.743,18.8,203.4,0.211,469,Na,1.02,-0.541,-1.041,0.301,11.59,0.571,1.831,49.1,F,3120,95.65,68.02,0,1312,80.12,12.42
0.549,39.2,162.6,0.391,623,Li,0.76,-0.771,-1.371,0.491,9.69,0.309,0.677,46.4,O,3579,99.03,93.12,1,1982,96.02,40.32
0.693,22.7,193.4,0.291,559,Li,0.76,-0.651,-1.171,0.381,10.29,0.409,1.141,43.1,O,3579,97.35,87.92,1,1807,92.32,26.62
0.739,17.8,213.4,0.181,409,K,1.38,-0.509,-0.959,0.261,12.19,0.631,2.301,59.1,F,2950,94.65,63.32,0,1142,76.62,9.02
0.599,30.4,174.4,0.369,604,Li,0.76,-0.721,-1.291,0.469,9.89,0.331,0.837,41.9,O,3579,98.45,91.72,1,1907,94.82,35.02
0.789,19.8,206.4,0.151,399,Na,1.02,-0.481,-0.921,0.251,11.99,0.651,2.391,56.1,OH,3120,94.35,61.62,0,1092,74.82,6.62
0.559,37.8,166.4,0.381,614,Li,0.76,-0.779,-1.359,0.481,9.79,0.319,0.707,46.9,O,3579,98.65,93.42,1,1992,96.22,39.62
0.639,28.6,180.4,0.339,594,Li,0.76,-0.681,-1.221,0.411,10.09,0.379,0.977,43.9,O,3579,97.85,88.72,1,1852,93.32,29.32
0.699,24.8,196.4,0.269,514,K,1.38,-0.609,-1.129,0.359,12.11,0.531,1.501,48.1,F,2950,95.85,71.32,0,1382,82.62,18.02
0.619,27.4,179.6,0.349,597,Li,0.76,-0.719,-1.269,0.439,9.99,0.359,0.917,41.9,O,3579,98.15,89.82,1,1877,94.02,31.32
0.779,18,216.4,0.169,419,Na,1.02,-0.519,-0.969,0.289,11.99,0.629,2.169,54.8,OH,3120,94.65,62.32,0,1107,76.02,7.22
0.529,38.4,158.2,0.409,624,Li,0.76,-0.789,-1.399,0.509,9.69,0.309,0.667,50.4,O,3579,98.95,93.62,1,1997,96.62,41.02
0.669,27.7,186.4,0.289,549,Li,0.76,-0.679,-1.189,0.399,10.19,0.389,1.107,42.4,O,3579,97.55,87.62,1,1792,91.82,25.62
0.729,22.4,199.4,0.239,489,K,1.38,-0.579,-1.089,0.329,12.49,0.569,1.689,49.4,F,2950,95.75,69.32,0,1327,80.82,15.02
0.649,26.4,187.6,0.309,584,Li,0.76,-0.709,-1.249,0.449,9.99,0.349,0.947,42.9,O,3579,98.05,89.32,1,1862,93.62,27.82
0.799,19.7,209.4,0.159,394,Na,1.02,-0.509,-0.949,0.269,12.09,0.649,2.359,58.9,OH,3120,94.45,60.82,0,1082,74.62,6.32
0.589,32.4,170.4,0.369,607,Li,0.76,-0.769,-1.339,0.489,9.79,0.329,0.727,47.9,O,3579,98.55,92.62,1,1962,95.72,37.02
0.699,21.4,198.6,0.279,529,Li,0.76,-0.689,-1.209,0.409,10.29,0.379,1.117,43.4,O,3579,97.75,88.12,1,1827,92.62,24.32
0.769,20.7,207.4,0.199,439,K,1.38,-0.539,-1.009,0.299,12.59,0.599,2.059,57.4,F,2950,95.35,66.62,0,1237,79.02,10.62
0.619,29.4,173.4,0.359,601,Li,0.76,-0.729,-1.279,0.459,9.64,0.339,0.829,38.4,O,3579,98.35,90.82,1,1892,94.62,33.62
0.819,14.8,218.4,0.139,379,Na,1.02,-0.479,-0.909,0.239,12.29,0.699,2.609,58.4,OH,3120,93.75,59.02,0,1037,72.82,5.02
0.564,39.4,162.4,0.399,623,Li,0.76,-0.819,-1.449,0.529,9.59,0.279,0.579,50.9,O,3579,99.05,94.12,1,2022,96.82,39.82
0.679,24.4,193.6,0.309,563,Li,0.76,-0.699,-1.229,0.429,9.84,0.369,0.999,41.4,O,3579,97.85,88.32,1,1822,92.62,27.02
0.739,23.9,196.4,0.259,509,K,1.38,-0.589,-1.099,0.339,12.14,0.559,1.589,48.4,F,2950,95.95,70.62,0,1352,81.32,16.62
0.601,30.4,174.4,0.379,580,Li,0.76,-0.749,-1.329,0.479,9.64,0.329,0.759,43.4,O,3579,98.45,92.02,1,1937,95.32,36.32
0.839,18.4,211.4,0.149,384,Na,1.02,-0.499,-0.919,0.249,12.04,0.669,2.469,57.4,OH,3120,94.15,60.32,0,1057,74.02,5.62
0.589,36.2,164.4,0.389,612,Li,0.76,-0.799,-1.399,0.509,9.44,0.299,0.649,46.4,O,3579,98.85,93.62,1,2002,96.52,39.02
0.659,25.8,182.4,0.339,592,Li,0.76,-0.719,-1.259,0.439,9.74,0.359,0.909,41.4,O,3579,98.15,89.62,1,1872,93.92,29.92
0.719,24.4,194.4,0.299,539,Li,0.76,-0.679,-1.179,0.399,10.44,0.389,1.169,48.4,O,3579,97.65,87.32,1,1797,92.02,24.82
0.789,20.8,203.4,0.219,449,K,1.38,-0.549,-1.029,0.309,12.64,0.589,1.919,53.4,F,2950,95.55,67.32,0,1267,79.62,11.32
0.629,28.8,177.4,0.349,577,Li,0.76,-0.739,-1.289,0.469,9.64,0.349,0.859,40.4,O,3579,98.25,90.62,1,1897,94.42,32.02
0.819,16.6,208.4,0.179,404,Na,1.02,-0.509,-0.949,0.289,11.74,0.649,2.289,55.4,OH,3120,94.55,62.02,0,1102,75.32,7.02
0.579,38.4,161.4,0.409,623,Li,0.76,-0.829,-1.459,0.539,9.34,0.269,0.559,50.4,O,3579,99.15,94.32,1,2027,97.02,41.62
0.699,22.4,191.4,0.309,557,Li,0.76,-0.689,-1.199,0.419,10.34,0.379,1.059,45.4,O,3579,97.75,87.82,1,1817,92.42,26.32
0.759,20.3,198.4,0.259,499,K,1.38,-0.569,-1.069,0.319,12.74,0.579,1.719,54.4,F,2950,95.85,68.82,0,1317,80.32,14.02
0.649,27.3,180.4,0.329,593,Li,0.76,-0.709,-1.249,0.449,9.74,0.359,0.952,42.4,O,3579,98.05,89.02,1,1857,93.72,28.82
0.809,18.2,206.4,0.189,414,Na,1.02,-0.519,-0.959,0.299,11.64,0.639,2.219,54.4,OH,3120,94.75,63.02,0,1122,76.62,7.82
0.599,33,169.4,0.389,587,Li,0.76,-0.779,-1.379,0.509,9.54,0.309,0.699,46.4,O,3579,98.75,92.82,1,1972,95.82,37.62
0.679,25.3,186.4,0.309,569,Li,0.76,-0.699,-1.219,0.429,9.84,0.369,0.979,42.4,O,3579,97.95,88.62,1,1832,92.82,27.62
0.729,21.7,195.4,0.279,519,K,1.38,-0.599,-1.119,0.349,12.14,0.549,1.489,47.4,F,2950,96.05,71.02,0,1362,81.82,17.32
0.619,31.4,173.4,0.359,599,Li,0.76,-0.729,-1.279,0.459,9.64,0.349,0.839,39.4,O,3579,98.35,91.02,1,1887,94.52,33.32
0.631,29.1,177.8,0.33,569,Li,0.76,-0.69,-1.22,0.422,10,0.39,0.931,41.5,O,3579,98.24,89.36,1,1871,93.48,28.88
0.762,15.8,218.2,0.17,429,Na,1.02,-0.51,-0.97,0.284,11.87,0.6,2.082,58.7,OH,3120,95.1,64.6,0,1190,78.2,8
0.566,33.4,161.8,0.41,605,Li,0.76,-0.74,-1.34,0.47,9.8,0.33,0.71,39,O,3579,98.53,92.8,1,1956,95.6,41.9
0.718,20.4,201.8,0.29,520,K,1.38,-0.58,-1.09,0.35,12.2,0.56,1.426,47,F,2950,96.35,71.7,0,1370,82.1,18.7
0.567,41.4,167.2,0.37,583,Li,0.76,-0.81,-1.43,0.51,9.6,0.28,0.596,53.6,O,3579,99.15,93.9,1,2035,96.68,38.2
0.665,23.6,188.2,0.24,500,Li,0.76,-0.73,-1.29,0.44,10.1,0.34,1.074,44,O,3579,97.63,87.3,1,1770,91.6,22.3
